_id,Valor,Timestamp
68596fe6fdd56383cba90b02,1296,2025-06-23 12:16:54.404765
68596fe7fdd56383cba90b06,1444,2025-06-23 12:16:55.405172
68596fe7fdd56383cba90b0a,1521,2025-06-23 12:16:55.905440
68596fe8fdd56383cba90b0e,1681,2025-06-23 12:16:56.905942
68596fe9fdd56383cba90b12,1764,2025-06-23 12:16:57.406390
68596feafdd56383cba90b16,1936,2025-06-23 12:16:58.406723
68596feafdd56383cba90b1a,2025,2025-06-23 12:16:58.907384
68596febfdd56383cba90b1e,2209,2025-06-23 12:16:59.907734
68596fecfdd56383cba90b22,2304,2025-06-23 12:17:00.408160
68596fedfdd56383cba90b26,2500,2025-06-23 12:17:01.408618
68596fedfdd56383cba90b2a,2601,2025-06-23 12:17:01.908855
68596feefdd56383cba90b2e,2809,2025-06-23 12:17:02.909393
68596feffdd56383cba90b32,2916,2025-06-23 12:17:03.409839
68596ff0fdd56383cba90b36,3136,2025-06-23 12:17:04.410175
68596ff0fdd56383cba90b3a,3249,2025-06-23 12:17:04.910578
68596ff1fdd56383cba90b3e,3481,2025-06-23 12:17:05.910801
68596ff2fdd56383cba90b42,3600,2025-06-23 12:17:06.411375
68596ff3fdd56383cba90b46,3844,2025-06-23 12:17:07.411956
68596ff3fdd56383cba90b4a,3969,2025-06-23 12:17:07.912483
68596ff4fdd56383cba90b4e,4225,2025-06-23 12:17:08.913047
68596ff5fdd56383cba90b52,4356,2025-06-23 12:17:09.413437
68596ff6fdd56383cba90b56,4624,2025-06-23 12:17:10.414087
68596ff6fdd56383cba90b5a,4761,2025-06-23 12:17:10.914407
68596ff7fdd56383cba90b5e,5041,2025-06-23 12:17:11.914775
68596ff8fdd56383cba90b62,5184,2025-06-23 12:17:12.415197
68596ff9fdd56383cba90b66,5476,2025-06-23 12:17:13.415784
68596ff9fdd56383cba90b6a,5625,2025-06-23 12:17:13.916023
68596ffafdd56383cba90b6e,5929,2025-06-23 12:17:14.916701
68596ffbfdd56383cba90b72,6084,2025-06-23 12:17:15.417395
68596ffcfdd56383cba90b76,6400,2025-06-23 12:17:16.417954
68596ffcfdd56383cba90b7a,6561,2025-06-23 12:17:16.918389
68596ffdfdd56383cba90b7e,6889,2025-06-23 12:17:17.918767
68596ffefdd56383cba90b82,7056,2025-06-23 12:17:18.419333
68596ffffdd56383cba90b86,7396,2025-06-23 12:17:19.419759
68596ffffdd56383cba90b8a,7569,2025-06-23 12:17:19.920471
68597000fdd56383cba90b8e,7921,2025-06-23 12:17:20.921225
68597001fdd56383cba90b92,8100,2025-06-23 12:17:21.421707
68597002fdd56383cba90b96,8464,2025-06-23 12:17:22.422418
68597002fdd56383cba90b9a,8649,2025-06-23 12:17:22.922886
68597003fdd56383cba90b9e,9025,2025-06-23 12:17:23.923205
68597004fdd56383cba90ba2,9216,2025-06-23 12:17:24.423314
68597005fdd56383cba90ba6,9604,2025-06-23 12:17:25.423679
68597005fdd56383cba90baa,9801,2025-06-23 12:17:25.924028
68597006fdd56383cba90bae,10201,2025-06-23 12:17:26.924209
68597007fdd56383cba90bb2,10404,2025-06-23 12:17:27.424962
68597008fdd56383cba90bb6,10816,2025-06-23 12:17:28.425650
68597008fdd56383cba90bba,11025,2025-06-23 12:17:28.926257
68597009fdd56383cba90bbe,11449,2025-06-23 12:17:29.926666
6859700afdd56383cba90bc2,11664,2025-06-23 12:17:30.427233
6859700bfdd56383cba90bc6,12100,2025-06-23 12:17:31.427569
6859700bfdd56383cba90bca,12100,2025-06-23 12:17:31.928115
6859700cfdd56383cba90bce,12100,2025-06-23 12:17:32.928570
6859700dfdd56383cba90bd2,12100,2025-06-23 12:17:33.428885
6859700efdd56383cba90bd6,12100,2025-06-23 12:17:34.429421
6859700efdd56383cba90bda,12100,2025-06-23 12:17:34.929609
6859700ffdd56383cba90bde,12100,2025-06-23 12:17:35.930069
68597010fdd56383cba90be2,12100,2025-06-23 12:17:36.430654
68597011fdd56383cba90be6,12100,2025-06-23 12:17:37.431209
68597011fdd56383cba90bea,12100,2025-06-23 12:17:37.932061
68597012fdd56383cba90bee,12100,2025-06-23 12:17:38.932699
68597013fdd56383cba90bf2,12100,2025-06-23 12:17:39.433212
68597014fdd56383cba90bf6,12100,2025-06-23 12:17:40.433488
68597014fdd56383cba90bfa,12100,2025-06-23 12:17:40.933975
68597015fdd56383cba90bfe,12100,2025-06-23 12:17:41.934381
68597016fdd56383cba90c02,12100,2025-06-23 12:17:42.435035
68597017fdd56383cba90c06,12100,2025-06-23 12:17:43.435487
68597017fdd56383cba90c0a,12100,2025-06-23 12:17:43.936028
68597018fdd56383cba90c0e,12100,2025-06-23 12:17:44.936286
