_id,Valor,Timestamp,timestamp_recebimento
685ef621974cf6ed5d64e472,0,2025-06-27 16:50:49.026675,2025-06-27 16:50:57.211
685ef621974cf6ed5d64e473,0,2025-06-27 16:50:49.528768,2025-06-27 16:50:57.707
685ef622974cf6ed5d64e474,0,2025-06-27 16:50:50.036410,2025-06-27 16:50:58.232
685ef622974cf6ed5d64e475,0,2025-06-27 16:50:50.527012,2025-06-27 16:50:58.709
685ef623974cf6ed5d64e476,0,2025-06-27 16:50:51.036748,2025-06-27 16:50:59.205
685ef623974cf6ed5d64e477,0,2025-06-27 16:50:51.537471,2025-06-27 16:50:59.718
685ef624974cf6ed5d64e478,0,2025-06-27 16:50:52.036558,2025-06-27 16:51:00.205
685ef624974cf6ed5d64e479,0,2025-06-27 16:50:52.547385,2025-06-27 16:51:00.725
685ef625974cf6ed5d64e47a,0,2025-06-27 16:50:53.046496,2025-06-27 16:51:01.225
685ef625974cf6ed5d64e47b,0,2025-06-27 16:50:53.547536,2025-06-27 16:51:01.716
685ef626974cf6ed5d64e47c,0,2025-06-27 16:50:54.046407,2025-06-27 16:51:02.226
685ef626974cf6ed5d64e47d,0,2025-06-27 16:50:54.547639,2025-06-27 16:51:02.745
685ef627974cf6ed5d64e47e,0,2025-06-27 16:50:55.046188,2025-06-27 16:51:03.214
685ef627974cf6ed5d64e47f,0,2025-06-27 16:50:55.557217,2025-06-27 16:51:03.727
685ef628974cf6ed5d64e480,0,2025-06-27 16:50:56.056254,2025-06-27 16:51:04.226
685ef628974cf6ed5d64e481,0,2025-06-27 16:50:56.557352,2025-06-27 16:51:04.726
685ef629974cf6ed5d64e482,0,2025-06-27 16:50:57.056151,2025-06-27 16:51:05.229
685ef629974cf6ed5d64e483,0,2025-06-27 16:50:57.557157,2025-06-27 16:51:05.741
685ef62a974cf6ed5d64e484,0,2025-06-27 16:50:58.066411,2025-06-27 16:51:06.235
685ef62a974cf6ed5d64e485,0,2025-06-27 16:50:58.567264,2025-06-27 16:51:06.736
685ef62b974cf6ed5d64e486,0,2025-06-27 16:50:59.066407,2025-06-27 16:51:07.246
685ef62b974cf6ed5d64e487,0,2025-06-27 16:50:59.567460,2025-06-27 16:51:07.763
685ef62c974cf6ed5d64e488,0,2025-06-27 16:51:00.066402,2025-06-27 16:51:08.245
685ef62c974cf6ed5d64e489,0,2025-06-27 16:51:00.577381,2025-06-27 16:51:08.757
685ef62d974cf6ed5d64e48a,0,2025-06-27 16:51:01.076307,2025-06-27 16:51:09.245
685ef62d974cf6ed5d64e48b,0,2025-06-27 16:51:01.577420,2025-06-27 16:51:09.747
685ef62e974cf6ed5d64e48c,0,2025-06-27 16:51:02.076253,2025-06-27 16:51:10.250
685ef62e974cf6ed5d64e48d,0,2025-06-27 16:51:02.577177,2025-06-27 16:51:10.749
685ef62f974cf6ed5d64e48e,0,2025-06-27 16:51:03.086181,2025-06-27 16:51:11.270
685ef62f974cf6ed5d64e48f,0,2025-06-27 16:51:03.586960,2025-06-27 16:51:11.757
685ef630974cf6ed5d64e490,0,2025-06-27 16:51:04.086470,2025-06-27 16:51:12.263
685ef630974cf6ed5d64e491,0,2025-06-27 16:51:04.587285,2025-06-27 16:51:12.773
685ef631974cf6ed5d64e492,0,2025-06-27 16:51:05.086384,2025-06-27 16:51:13.280
685ef631974cf6ed5d64e493,0,2025-06-27 16:51:05.596979,2025-06-27 16:51:13.900
685ef632974cf6ed5d64e494,0,2025-06-27 16:51:06.096125,2025-06-27 16:51:14.303
685ef632974cf6ed5d64e495,0,2025-06-27 16:51:06.597087,2025-06-27 16:51:14.817
685ef633974cf6ed5d64e496,0,2025-06-27 16:51:07.106400,2025-06-27 16:51:15.328
685ef633974cf6ed5d64e497,0,2025-06-27 16:51:07.597083,2025-06-27 16:51:15.845
685ef634974cf6ed5d64e498,0,2025-06-27 16:51:08.106244,2025-06-27 16:51:16.330
685ef634974cf6ed5d64e499,0,2025-06-27 16:51:08.607201,2025-06-27 16:51:16.789
685ef635974cf6ed5d64e49a,0,2025-06-27 16:51:09.106566,2025-06-27 16:51:17.326
685ef635974cf6ed5d64e49b,0,2025-06-27 16:51:09.617544,2025-06-27 16:51:17.894
685ef636974cf6ed5d64e49c,0,2025-06-27 16:51:10.116196,2025-06-27 16:51:18.326
685ef636974cf6ed5d64e49d,0,2025-06-27 16:51:10.617478,2025-06-27 16:51:18.812
685ef637974cf6ed5d64e49e,0,2025-06-27 16:51:11.116436,2025-06-27 16:51:19.297
685ef637974cf6ed5d64e49f,0,2025-06-27 16:51:11.617513,2025-06-27 16:51:19.819
685ef638974cf6ed5d64e4a0,0,2025-06-27 16:51:12.116187,2025-06-27 16:51:20.346
685ef638974cf6ed5d64e4a1,0,2025-06-27 16:51:12.617041,2025-06-27 16:51:20.797
685ef639974cf6ed5d64e4a2,0,2025-06-27 16:51:13.126290,2025-06-27 16:51:21.370
685ef639974cf6ed5d64e4a3,0,2025-06-27 16:51:13.627361,2025-06-27 16:51:21.887
685ef63a974cf6ed5d64e4a4,0,2025-06-27 16:51:14.130264,2025-06-27 16:51:22.397
685ef63a974cf6ed5d64e4a5,0,2025-06-27 16:51:14.627466,2025-06-27 16:51:22.808
685ef63b974cf6ed5d64e4a6,0,2025-06-27 16:51:15.136182,2025-06-27 16:51:23.364
685ef63b974cf6ed5d64e4a7,0,2025-06-27 16:51:15.626814,2025-06-27 16:51:23.798
685ef63c974cf6ed5d64e4a8,0,2025-06-27 16:51:16.136312,2025-06-27 16:51:24.304
685ef63c974cf6ed5d64e4a9,0,2025-06-27 16:51:16.637062,2025-06-27 16:51:24.853
685ef63d974cf6ed5d64e4aa,0,2025-06-27 16:51:17.146374,2025-06-27 16:51:25.363
685ef63d974cf6ed5d64e4ab,0,2025-06-27 16:51:17.637248,2025-06-27 16:51:25.821
685ef63e974cf6ed5d64e4ac,0,2025-06-27 16:51:18.146141,2025-06-27 16:51:26.388
685ef63e974cf6ed5d64e4ad,0,2025-06-27 16:51:18.647016,2025-06-27 16:51:26.817
685ef63f974cf6ed5d64e4ae,0,2025-06-27 16:51:19.146096,2025-06-27 16:51:27.413
685ef63f974cf6ed5d64e4af,0,2025-06-27 16:51:19.646961,2025-06-27 16:51:27.828
685ef640974cf6ed5d64e4b0,0,2025-06-27 16:51:20.156197,2025-06-27 16:51:28.438
685ef640974cf6ed5d64e4b1,0,2025-06-27 16:51:20.647666,2025-06-27 16:51:28.849
685ef641974cf6ed5d64e4b2,0,2025-06-27 16:51:21.156272,2025-06-27 16:51:29.326
685ef641974cf6ed5d64e4b3,0,2025-06-27 16:51:21.659688,2025-06-27 16:51:29.871
685ef642974cf6ed5d64e4b4,0,2025-06-27 16:51:22.155607,2025-06-27 16:51:30.384
685ef642974cf6ed5d64e4b5,0,2025-06-27 16:51:22.669786,2025-06-27 16:51:30.901
685ef643974cf6ed5d64e4b6,0,2025-06-27 16:51:23.166140,2025-06-27 16:51:31.409
685ef643974cf6ed5d64e4b7,0,2025-06-27 16:51:23.666609,2025-06-27 16:51:31.941
685ef644974cf6ed5d64e4b8,0,2025-06-27 16:51:24.166382,2025-06-27 16:51:32.389
685ef644974cf6ed5d64e4b9,0,2025-06-27 16:51:24.667273,2025-06-27 16:51:32.944
