_id,Valor,Timestamp
6859d5a36cef3fd4ae255e28,999,2025-06-23 19:30:59.738624
6859d5a46cef3fd4ae255e2c,999,2025-06-23 19:31:00.240008
6859d5a46cef3fd4ae255e30,999,2025-06-23 19:31:00.740637
6859d5a56cef3fd4ae255e34,999,2025-06-23 19:31:01.241287
6859d5a56cef3fd4ae255e38,999,2025-06-23 19:31:01.742218
6859d5a66cef3fd4ae255e3c,999,2025-06-23 19:31:02.242844
6859d5a66cef3fd4ae255e40,999,2025-06-23 19:31:02.743255
6859d5a76cef3fd4ae255e44,999,2025-06-23 19:31:03.244056
6859d5a76cef3fd4ae255e48,999,2025-06-23 19:31:03.744631
6859d5a86cef3fd4ae255e4c,999,2025-06-23 19:31:04.245362
6859d5a86cef3fd4ae255e50,999,2025-06-23 19:31:04.745732
6859d5a96cef3fd4ae255e54,999,2025-06-23 19:31:05.246607
6859d5a96cef3fd4ae255e58,999,2025-06-23 19:31:05.747499
6859d5aa6cef3fd4ae255e5c,999,2025-06-23 19:31:06.248025
6859d5aa6cef3fd4ae255e60,999,2025-06-23 19:31:06.748425
6859d5ab6cef3fd4ae255e64,999,2025-06-23 19:31:07.248944
6859d5ab6cef3fd4ae255e68,999,2025-06-23 19:31:07.749315
6859d5ac6cef3fd4ae255e6c,999,2025-06-23 19:31:08.249754
6859d5ac6cef3fd4ae255e70,999,2025-06-23 19:31:08.750176
6859d5ad6cef3fd4ae255e74,999,2025-06-23 19:31:09.250554
6859d5ad6cef3fd4ae255e78,999,2025-06-23 19:31:09.751117
6859d5ae6cef3fd4ae255e7c,0,2025-06-23 19:31:10.251832
6859d5ae6cef3fd4ae255e80,1,2025-06-23 19:31:10.752670
6859d5af6cef3fd4ae255e84,4,2025-06-23 19:31:11.253477
6859d5af6cef3fd4ae255e88,9,2025-06-23 19:31:11.754451
6859d5b06cef3fd4ae255e8c,16,2025-06-23 19:31:12.255224
6859d5b06cef3fd4ae255e90,25,2025-06-23 19:31:12.755986
6859d5b16cef3fd4ae255e94,36,2025-06-23 19:31:13.256442
6859d5b16cef3fd4ae255e98,49,2025-06-23 19:31:13.757235
6859d5b26cef3fd4ae255e9c,64,2025-06-23 19:31:14.258195
6859d5b26cef3fd4ae255ea0,81,2025-06-23 19:31:14.759058
6859d5b36cef3fd4ae255ea4,100,2025-06-23 19:31:15.260250
6859d5b36cef3fd4ae255ea8,121,2025-06-23 19:31:15.761031
6859d5b46cef3fd4ae255eac,144,2025-06-23 19:31:16.261765
6859d5b46cef3fd4ae255eb0,169,2025-06-23 19:31:16.762177
6859d5b56cef3fd4ae255eb4,196,2025-06-23 19:31:17.262807
6859d5b56cef3fd4ae255eb8,225,2025-06-23 19:31:17.763254
6859d5b66cef3fd4ae255ebc,256,2025-06-23 19:31:18.263897
6859d5b66cef3fd4ae255ec0,289,2025-06-23 19:31:18.764767
6859d5b76cef3fd4ae255ec4,324,2025-06-23 19:31:19.265200
6859d5b76cef3fd4ae255ec8,361,2025-06-23 19:31:19.766028
6859d5b86cef3fd4ae255ecc,400,2025-06-23 19:31:20.266975
6859d5b86cef3fd4ae255ed0,441,2025-06-23 19:31:20.767765
6859d5b96cef3fd4ae255ed4,484,2025-06-23 19:31:21.268241
6859d5b96cef3fd4ae255ed8,529,2025-06-23 19:31:21.768840
6859d5ba6cef3fd4ae255edc,576,2025-06-23 19:31:22.269195
6859d5ba6cef3fd4ae255ee0,625,2025-06-23 19:31:22.769672
6859d5bb6cef3fd4ae255ee4,676,2025-06-23 19:31:23.270239
6859d5bb6cef3fd4ae255ee8,729,2025-06-23 19:31:23.770867
6859d5bc6cef3fd4ae255eec,784,2025-06-23 19:31:24.271531
6859d5bc6cef3fd4ae255ef0,841,2025-06-23 19:31:24.771844
6859d5bd6cef3fd4ae255ef4,900,2025-06-23 19:31:25.272649
6859d5bd6cef3fd4ae255ef8,961,2025-06-23 19:31:25.773224
6859d5be6cef3fd4ae255efc,1024,2025-06-23 19:31:26.274102
6859d5be6cef3fd4ae255f00,1089,2025-06-23 19:31:26.774664
6859d5bf6cef3fd4ae255f04,1156,2025-06-23 19:31:27.275303
6859d5bf6cef3fd4ae255f08,1225,2025-06-23 19:31:27.776113
6859d5c06cef3fd4ae255f0c,1296,2025-06-23 19:31:28.276901
6859d5c06cef3fd4ae255f10,1369,2025-06-23 19:31:28.777838
6859d5c16cef3fd4ae255f14,1444,2025-06-23 19:31:29.278520
6859d5c16cef3fd4ae255f18,1521,2025-06-23 19:31:29.779114
6859d5c26cef3fd4ae255f1c,1600,2025-06-23 19:31:30.279921
6859d5c26cef3fd4ae255f20,1681,2025-06-23 19:31:30.780654
6859d5c36cef3fd4ae255f24,1764,2025-06-23 19:31:31.281233
6859d5c36cef3fd4ae255f28,1849,2025-06-23 19:31:31.781699
6859d5c46cef3fd4ae255f2c,1936,2025-06-23 19:31:32.282186
6859d5c46cef3fd4ae255f30,2025,2025-06-23 19:31:32.782880
6859d5c56cef3fd4ae255f34,2116,2025-06-23 19:31:33.283599
6859d5c56cef3fd4ae255f38,2209,2025-06-23 19:31:33.784178
6859d5c66cef3fd4ae255f3c,2304,2025-06-23 19:31:34.285299
6859d5c66cef3fd4ae255f40,2401,2025-06-23 19:31:34.786104
6859d5c76cef3fd4ae255f44,2500,2025-06-23 19:31:35.286653
6859d5c76cef3fd4ae255f48,2601,2025-06-23 19:31:35.787231
6859d5c86cef3fd4ae255f4c,2704,2025-06-23 19:31:36.288256
6859d5c86cef3fd4ae255f50,2809,2025-06-23 19:31:36.789217
6859d5c96cef3fd4ae255f54,2916,2025-06-23 19:31:37.289929
6859d5c96cef3fd4ae255f58,3025,2025-06-23 19:31:37.790407
6859d5ca6cef3fd4ae255f5c,3136,2025-06-23 19:31:38.291244
6859d5ca6cef3fd4ae255f60,3249,2025-06-23 19:31:38.791801
6859d5cb6cef3fd4ae255f64,3364,2025-06-23 19:31:39.292166
6859d5cb6cef3fd4ae255f68,3481,2025-06-23 19:31:39.792600
6859d5cc6cef3fd4ae255f6c,3600,2025-06-23 19:31:40.293402
6859d5cc6cef3fd4ae255f70,3721,2025-06-23 19:31:40.794171
6859d5cd6cef3fd4ae255f74,3844,2025-06-23 19:31:41.295121
6859d5cd6cef3fd4ae255f78,3969,2025-06-23 19:31:41.795688
6859d5ce6cef3fd4ae255f7c,4096,2025-06-23 19:31:42.296245
6859d5ce6cef3fd4ae255f80,4225,2025-06-23 19:31:42.796594
6859d5cf6cef3fd4ae255f84,4356,2025-06-23 19:31:43.297167
6859d5cf6cef3fd4ae255f88,4489,2025-06-23 19:31:43.797860
6859d5d06cef3fd4ae255f8c,4624,2025-06-23 19:31:44.298451
6859d5d06cef3fd4ae255f90,4761,2025-06-23 19:31:44.798749
6859d5d16cef3fd4ae255f94,4900,2025-06-23 19:31:45.299203
6859d5d16cef3fd4ae255f98,5041,2025-06-23 19:31:45.800080
6859d5d26cef3fd4ae255f9c,5184,2025-06-23 19:31:46.300378
6859d5d26cef3fd4ae255fa0,5184,2025-06-23 19:31:46.801333
6859d5d36cef3fd4ae255fa4,5184,2025-06-23 19:31:47.302373
6859d5d36cef3fd4ae255fa8,5184,2025-06-23 19:31:47.803095
6859d5d46cef3fd4ae255fac,5184,2025-06-23 19:31:48.303554
6859d5d46cef3fd4ae255fb0,5184,2025-06-23 19:31:48.803928
6859d5d56cef3fd4ae255fb4,5184,2025-06-23 19:31:49.304747
6859d5d56cef3fd4ae255fb8,5184,2025-06-23 19:31:49.805448
6859d5d66cef3fd4ae255fbc,5184,2025-06-23 19:31:50.306202
6859d5d66cef3fd4ae255fc0,5184,2025-06-23 19:31:50.806680
6859d5d76cef3fd4ae255fc4,5184,2025-06-23 19:31:51.307218
6859d5d76cef3fd4ae255fc8,5184,2025-06-23 19:31:51.807888
6859d5d86cef3fd4ae255fcc,5184,2025-06-23 19:31:52.308181
